User ID,Name,Email,Wallet Address,Action Taken,Transaction Hash,Date
"user_030","Rupa Jain","rupajain001@gmail.com","GBCCLQBFPJENFCFBILRLVJWWACQSBSW5HOXOOPDSN5TCMJ2CVGTEX73O","Contributed 52 XLM to Group #6","ed11b3b7ccc79c3ad428c5a2d6ee096c39297ac6ca1799833cba3996fbeb2945","2026-07-17"
"user_031","Ashok Sharma","ashok.sharma9988@gmail.com","GBGTYLM2EMZWKFNSP46SQARVZ5QIBTB5MEW3MBA3HQAGB6XBGK6RC6YT","Contributed 52 XLM to Group #6","3a579468772731258b53fca33f9ea566b5031bb822a38f0694ebaafb86bcbbb2","2026-07-17"
"user_032","Lalita Patel","lalitap3456@gmail.com","GARGNN2GCQTWVV53U34RMA4Y5VQGAMAF2MZSIIZ7KDGVD3SHIPU6JGQN","Contributed 52 XLM to Group #6","0ce7fe8b3556cfe476a453ecf68fc97ad0cfc2eda794a61644b9981e39753eba","2026-07-17"
"user_033","Brijesh Singh","brijesh1108singh@gmail.com","GCZI3EVK47XGKELGWPA2MQQMJU3TR3W6O4DJXFBSBFZ5XVVMBBCSQMZE","Contributed 52 XLM to Group #6","6fa2deb65a83302bd41d73bff45e56734371983ab8d1244606d2d1f7bf6f1793","2026-07-17"
"user_034","Neetu Gupta","neetugupta6677@gmail.com","GAHEKVO56NXPHWTY3STMIIZUW5GXXDSN7GYTOKQDXZAU5GEUWUG2GYIZ","Contributed 52 XLM to Group #6","37a846fa3a3408e94500d220f27524b4e360556e4a93bfdcbf2f3f823a21931c","2026-07-17"
"user_035","Hemant Yadav","h.yadav8899@gmail.com","GC73MEDKDSNQNK7TSH56PSQAFNWMCQZ6TA4NBVFMTVCDUBQDD7HHV5QS","Contributed 52 XLM to Group #6","43039b3fedffa047f77817546fb136f12fd3affd86c8945dd449438aa032c4e8","2026-07-17"
"user_036","Meenakshi Tiwari","meenakshi0909@gmail.com","GAFBR4SLB2RKJYC527LWFB4VT7RW7AWNUT4JCYXTV6TWFYDMTZXSZWDJ","Contributed 52 XLM to Group #6","bf45df43bac141090bc98fa561561fb1fb5e6639a5871757b01d0995e305337d","2026-07-17"
"user_037","Kamlesh Kumar","kamleshkumar7766@gmail.com","GC67BLAN5H4LC5KAKJBDCLVS46WDOPCF4KBLCWZXK3N2DZ2QFCQFKCWD","Contributed 82 XLM to Group #7","86d769e1cd0523cf367d11863d0614fd956f589ab5800257ad0acc320cf1a44d","2026-07-17"
"user_038","Usha Mishra","usha1234mishra@gmail.com","GDU4RNL7BNQUGDVMY7V357VR7Y3MSW2P6C5YQSKJO7PURR4ZL6KOGSUO","Contributed 82 XLM to Group #7","6bfa3510af888f35f36e211f5434b5a23cc07d8b68cd66f160d5be6cec807bd1","2026-07-17"
"user_039","Harish Chauhan","harish.chauhan4455@gmail.com","GAR4WSYVCGCQSS6PUOO2VZJ6VFPRCGGUTBVXSEMNTAWFDEYEI7BA74Q5","Contributed 82 XLM to Group #7","db05844f82875a9b368dc0b3abb4dfac06b975a18fa157245fc064b6ecf0b30a","2026-07-17"
"user_040","Mamta Jain","mamtajain3112@gmail.com","GCEXAG6XBNECPEQPDCGFNG7BRLMC5IIGWNWVDY66RHFIIRNRWPK64IKC","Contributed 82 XLM to Group #7","f039a241ff9c079d57b6d8f4567e1ec85e603acd7733b48b87f39d2cf6d762ec","2026-07-17"
"user_041","Pravin Sharma","pravin007sharma@gmail.com","GAO2LN4OHDU5M2R37RI5Y4VC2S6ISDPF2LOH7RCI5X4LLKQC63G3VNDE","Contributed 82 XLM to Group #7","40697d1fef876ea72aeb8e8a8a390ee4bc3b26d6c011d369f24730819988012a","2026-07-17"
"user_042","Radha Patel","radha.patel9000@gmail.com","GAN3APNFFLN4ZCLLLWBTFVNNSMRQBH23XKGAAEY2DZKUYWJCKWRUTHGD","Contributed 82 XLM to Group #7","895079fe6dd72c265f005cc6db56c5eb780b2846f3fafc58f3d929025afffc5a","2026-07-17"
"user_043","Ramprasad Singh","r.singh1508@gmail.com","GD6GBYDU7IM2V6C2LFU2TKLUDBS2QXDTJ5LEW5FI334BXK76OPYVH7I7","Contributed 82 XLM to Group #7","a5fce419ec1beb7cf21ee6d5c7ea375a02362700cb6203136e3a9244cb5dbebf","2026-07-17"
"user_044","Nirmala Gupta","nirmala1995gupta@gmail.com","GAC6CZU4DZRL3BGF65THI4TDZ57ZCFLOTBVKFQ7YGXE5P6KJAQHDKKZB","Contributed 82 XLM to Group #7","3d99887461facfcbfba44088483cfd6b5cc33f2b893203c782328742144e1074","2026-07-17"
"user_045","Jitendra Yadav","jitendrayadav5432@gmail.com","GCSIDLAW5WO3D5XW4WAHKDJTXZ4C4QFFBAVXSREUTLSWXPDIPHH3AGOY","Contributed 82 XLM to Group #7","3a4195e5ae11f4ff8b2bbbd5dbdd3bc2fe6bcd280fd30870319ce27b685244ca","2026-07-17"
"user_046","Kusum Tiwari","kusum.t8877@gmail.com","GCNF7EZ2XVTWMG62TEMQGLBGAGYEU3QNYHJWGJ6VIOTLWX55QRGVBWJU","Contributed 82 XLM to Group #7","22e82d71711a671e9727d23a4d7a3be1c3177e8cf4779d3afea74462d99199c9","2026-07-17"
"user_047","Bhupendra Kumar","bhupendra123kumar@gmail.com","GA26IN2PTVUDZ5RYZEYVJU7FLQ4FQUZSXN3UTENO36FVC3ML6GWU3IQT","Contributed 82 XLM to Group #7","71af54c32e693135a31e1ba128bb90be2c5d5ec7c3b22e971c31b0e4d22a781b","2026-07-17"
"user_048","Anitha Mishra","anithamishra2233@gmail.com","GCXOELRM2QFHGWQOC5E77EON275RNDL7ZNZRN52JFJG7OYUYTY5NH3FS","Contributed 82 XLM to Group #7","b6de81981ebe69346a17a988f4679ee3ae669b05c148823d1a15cfff1a3eb15a","2026-07-17"
"user_049","Prakash Chauhan","p.chauhan4545@gmail.com","GDM2NI4RMQ72MWJ7XHS4G2EVKOINIS6OTC6B6JHJUY6VHWEZF2VGCWNH","Contributed 20 XLM to Group #8","20064035fb3acdbcd9d5c8495a0a10faf8d39541270e45c4dc7a2c18e8060208","2026-07-17"
"user_050","Shanti Jain","shanti1402jain@gmail.com","GDWSNURRFFRIUAJAALXTSN2WWAD77UWYYMDK7I6JW7LUBQTB52CREGFX","Contributed 20 XLM to Group #8","a7345d3e5122483a837172bd336f167f70a2dc83e36c013c344c4e7fa1d0ce7c","2026-07-17"
"user_051","Subhash Sharma","subhashsharma8800@gmail.com","GDO32AZFXXYY3KV7J3CPZZZTCNCJ5IVDY6JXLD5XVXLGMIAGB6ZEFMSP","Contributed 20 XLM to Group #8","9f03f9928df89d5bb5eab539e817e9614f19169a65bce1e15f1dfb9954ff9b67","2026-07-17"
"user_052","Vimla Patel","vimla.patel1122@gmail.com","GBSTTNDK4MHFCNS2GTTKGM7O356CERIFVNCIKXZ7K27ENPEAFNLTTVTB","Contributed 20 XLM to Group #8","2a702e5d1c8d0abce5ecb0529dccf3c80a1e45bb4cd6757217951f979fb26851","2026-07-17"
"user_053","Mahendra Singh","mahendra99singh@gmail.com","GD3SC7GQ3UWCY34DDGXPU7NGWDOR6SWR6XYL4NRQLZ5P4WNOLYJTITED","Contributed 20 XLM to Group #8","a74c5f426d658e8b6cb6610b1a7783a9b8173822bd05542a14780c96ffd69500","2026-07-17"
"user_054","Sheela Gupta","9876sheelagupta@gmail.com","GBLQVJ5RY5E2Y2TW3A6NED5B6Z4NLN5BIGFTX5V53TTNTYPBRCQ7L2GC","Contributed 20 XLM to Group #8","d55db0d3204f03d8f8bacdb5a17f6e338a3886f96b201a45e067c5275b20d49d","2026-07-17"
"user_055","Stellar Kitty Saver 55","kitty55@chainkitty.org","GBLYCVMYLWCMHBSRLG3C45IXXFFAIZLGELF2OZJPZLF53OFCLEDZLTS3","Contributed 20 XLM to Group #8","756ba40fd78b3c3bf34ca48d2b47e0cd39dc7b33ffe7a6e1775900d0919845e1","2026-07-17"
"user_056","Stellar Kitty Saver 56","kitty56@chainkitty.org","GA77HFFUACN4P5XWCIMOHQXJKX35Z72ND2UPMTHLBF3IEZL5HHLMGQ64","Contributed 20 XLM to Group #8","21f51a4ad38bf487b3ea735809b5f19c703587796683da00c8ff9d796b277689","2026-07-17"
"user_057","Stellar Kitty Saver 57","kitty57@chainkitty.org","GDUDC4DCPTPJ7S4ARSROBXIUPBDMBE3JRKXC75LTXNJ33PJ2LIIMP32J","Contributed 20 XLM to Group #8","2e486cc4671cbfcf1f8e31248b06bb588931905ab93499abd4754f8049740c30","2026-07-17"
"user_058","Stellar Kitty Saver 58","kitty58@chainkitty.org","GBF4UC72P2C4GX35IUMYTH73OL5CRETIDE6BWJUIK3IST55VAQEEBPZU","Contributed 20 XLM to Group #8","13993691a396487c79838fb6987f69fd8c68bf5a8f25515c1f466b88646ee510","2026-07-17"
"user_059","Stellar Kitty Saver 59","kitty59@chainkitty.org","GCOQ5DHQH2KPXTXZHUYK2N6ZEJDRQEMSC2GEK56764YHOHBXUCA6LF4K","Contributed 20 XLM to Group #8","13b9613407dc150afff2fc1f87c9f8fc0db495c51bd4a860556cf9e8c1e3172d","2026-07-17"
"user_060","Stellar Kitty Saver 60","kitty60@chainkitty.org","GAUB747CPZNGFDJP2W4SZOSHHEOPT5L2OSHQACZUOO3AU6T6MAZOXRQU","Contributed 20 XLM to Group #8","e39d1c15febf6f6df519088583eed8011c28d278cce7bdf7c43a34cbd7e90b04","2026-07-17"
"user_061","Stellar Kitty Saver 61","kitty61@chainkitty.org","GBL5LJETN5JPVMW6YLSIISVJBVQ3H4LYO523O6SOVXGR56BFFYHGCL2D","Contributed 29 XLM to Group #9","ec87ac59dff9e594a323e75c86b0744933361572e4ad4a17613fef65280090a5","2026-07-17"
"user_062","Stellar Kitty Saver 62","kitty62@chainkitty.org","GAZLDXZI3V2HOTNVJDYKPSBA4PRDWINU5UBH2WRVIHFB2YSOVELQP5B7","Contributed 29 XLM to Group #9","218e2a1f51a7d5cc50c31b68a9503a41d9a934a9a23f362462e0eb743b0abe5e","2026-07-17"
"user_063","Stellar Kitty Saver 63","kitty63@chainkitty.org","GBQQHVZ7QSYBQTEC5OBFYJZ7ZNWWPOYFNTHRV2W3HFDKJTWWROF6744P","Contributed 29 XLM to Group #9","a35ceed7741ed1587d3eff02ac355b445125d218be788578d89624f53e609f0a","2026-07-17"
"user_064","Stellar Kitty Saver 64","kitty64@chainkitty.org","GDW3H5ZQZQEGH3EVCTHDKQQF4I4LXEG6X6XXVNARUBKX22PPMBONW4C2","Contributed 29 XLM to Group #9","3950a2a725ddf48a65505afa7ecba168d7392d0535e420c1b6cf14b2220bdc2c","2026-07-17"
"user_065","Stellar Kitty Saver 65","kitty65@chainkitty.org","GCCXL4B3M4S6KWOBACGU6VJ6XDJL3UG24HN4PICGUUFFPXD5QVLR7F2S","Contributed 29 XLM to Group #9","0e5f72982e055f4e41262462a6d2c9fa7a61e1d436f8c92125f3f0a813b496c4","2026-07-17"
"user_066","Stellar Kitty Saver 66","kitty66@chainkitty.org","GCSTG35QDP2U6FLINHC47IFXAXRWJYIDSFW6DUBU7M4P2FJEJQX3M5BF","Contributed 29 XLM to Group #9","b8a341ec710f04a2d94a111d927b6439393c93d50dc93c4c2d9420c24382cc8b","2026-07-17"
"user_067","Stellar Kitty Saver 67","kitty67@chainkitty.org","GAS2GYZPR4PEHOMR3G24ZOKJHYZPCXRNDYQ3OAYPC6WATKHDF6DEX63W","Contributed 29 XLM to Group #9","05b8333e71dd519837c2a4ffdb36db09a9afa970965dc0feedf5886a4d482d58","2026-07-17"
"user_068","Stellar Kitty Saver 68","kitty68@chainkitty.org","GD7E2MSRIDF25UCVOPM2WZV3HEUEP3GBHRQZMSOE37QO5OKMULQOJWVJ","Contributed 29 XLM to Group #9","f76521d8d6479b809495f13c3e9b7ad68140c642e73834175af437263abacc22","2026-07-17"
"user_069","Stellar Kitty Saver 69","kitty69@chainkitty.org","GA4WPFZ2LCUET2CFLEC4CEVVB7HAXO37OC6LOHMSO7KHR5YBQ7RLQPKF","Contributed 29 XLM to Group #9","e5959838d2816f4fa01367870a91d014a53ff8c5a242fecbfa52e7261292cf1e","2026-07-17"
"user_070","Stellar Kitty Saver 70","kitty70@chainkitty.org","GDU527X3E6IBCXAWHOL6C3UPOTUT6XPFIG6FLSVKKPESPFFCVPTMHQYL","Contributed 29 XLM to Group #9","92de1e3796b20d75b659cd2a918c2724bc2ac3dcbb5809f15c1c67d3da1ec2e8","2026-07-17"
"user_071","Stellar Kitty Saver 71","kitty71@chainkitty.org","GCMRUCB4BLE4HLWNSBLGEFM4QGOHPEOZBMCEIE6VW2SWVMYYILX675X4","Contributed 29 XLM to Group #9","45b36c6046ee017dfbcf1438e22cc9167ab690fc58ab7de19e0464de3c751708","2026-07-17"
"user_072","Stellar Kitty Saver 72","kitty72@chainkitty.org","GCTS6DJ3B3YG7RK6SRBTEB5CR5M7SLCYUCOUVBLIRKRR6RWZR7CFCBIE","Contributed 29 XLM to Group #9","822d73f97a64e9802a61794dbe6ced42cf872739f698c14382253e05860d718f","2026-07-17"
